 ,Order,SubOrder,Binomial,Genus,epithet,valid (reptile database; February 2018),main biogeographic Realm,Latitude centroid (from Roll et al. 2017),Longitude centroid (from Roll et al. 2017),insular endemic,maximum SVL,female SVL,hatchling/neonate SVL,reproductive mode,clutch size,smallest clutch,largest clutch,smallest mean clutch size,largest mean clutch size,breeding age (months),youngest age at first breeding (months),oldest age at first breeding (months),Family,IUCN redlist assessment,Longevity,"ref for longevity (if animladiversity.org, just put 1, 2 for https://www.demogr.mpg.de/longevityrecords/)"
Reptilia,Squamata,Lacertilla,Sceloporus graciosus,Sceloporus,graciosus,yes,Nearctic,40.72,-114.09,no,89,55,25,Oviparous,"2-10 (Ramirez Bautista and Arizmendi 2004), 2-6 mean 3.8 (Goldberg 2014), 6-14 mean 8.4 (Punzo 1982), mean 3.8 (Mesquita et al. 2016), 2-7 (Storm and Leonard 1995), 1-10, mean 4.55 (Jimenez-Arcos et al. 2017)",1,10,2.4,8.4,"Degenhardt et al. 1996, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998; Mayhew 1963b: similar to S. orcutti - so 3 years",12,25,Phrynosomatidae,LC,6,reptilesBIO
Reptilia,Squamata,Lacertilla,Sceloporus jarrovii,Sceloporus,jarrovii,yes,Nearctic,26.15,-105.13,no,106,73.4,28.5,Viviparous,"means 5.6-8.4 (Mesquita et al. 2016), 2-14 (Lemos-Espinal et al. 2013, Rorabaugh and Lemos-Espinal 2016), 2-16, mean 7.35 (Jimenez-Arcos et al. 2017)",2,16,5,8.4,"Degenhardt et al. 1996, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998, Gadsden and Estrada-Rodriguez 2008: 8.5 months",4,16,Phrynosomatidae,LC,6,reptilesBIO
Reptilia,Squamata,Lacertilla,Sceloporus scalaris,Sceloporus,scalaris,yes,Neotropic,22.48,-102.35,no,78,55.2,20,Mixed,"5 (Lemos-Espinal and Dixon 2013), 5-13 (Aaron Bauer, pers. comm, December 2013), 4-13, maximum 15 (Carbajal-Marquez and Quintero-Diaz 2013), 3-14 mean 8.52 (Ballinger and Congdon 1981), mean 8.38 (Mesquita et al. 2016), 4-8, mean 5.8 (Ramirez-Bautista et al. 2014), 4-13, means 6.2-7.2 (Ramirez-Bautista et al. 2018)",3,15,5.8,10.6,"Ballinger and Congdon 1981, Degenhardt et al. 1996, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998, Ballinger and Congdon 1981: 8 months",7,9,Phrynosomatidae,LC,6,reptilesBIO
Reptilia,Squamata,Lacertilla,Sceloporus undulatus,Sceloporus,undulatus,yes,Nearctic,34.64,-95.83,no,91,62.5,24.5,Oviparous,"6-13 (Gibbs et al. 2007), means 5.55-11.8 (Mesquita et al. 2016), means 5-6 (Hibbitts and Hibbitts 2015), 8 (Shaw 1952, n=1), 6-8, mean 7.33 (Minton 2004, n=3), 3-15, mean 8.02 (Jimenez-Arcos et al. 2017)",3,17,4.3,14,"Degenhardt et al. 1996, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998, Adolph and Porter 1996; Mayhew 1963b: 1 year; Minton 2004: after 2nd hibernation",9.5,24,Phrynosomatidae,LC,6,reptilesBIO
Reptilia,Squamata,Lacertilla,Sceloporus virgatus,Sceloporus,virgatus,yes,Nearctic,28.94,-108.21,no,71,55,21.5,Oviparous,"9.5 (Charnov et al. 2007), mean 9.5 (Mesquita et al. 2016, Rorabaugh and Lemos-Espinal 2016), mean 10 (Lemos-Espinal et al. 2013), 4-16, mean 9.44 (Jimenez-Arcos et al. 2017)",3,18,9.5,10.2,"Degenhardt et al. 1996, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998",10,22,Phrynosomatidae,LC,6,reptilesBIO
Reptilia,Squamata,Lacertilla,Chlamydosaurus kingii,Chlamydosaurus,kingii,yes,Australia,-17.92,138.94,no,290,209.8,49,Oviparous,"4-24, typically 10-15 (Brown 2012)",4,24,8.9,15.1,Brown 2012,24,36,Agamidae,LC,6.3,2
Reptilia,Squamata,Lacertilla,Crotaphytus collaris,Crotaphytus,collaris,yes,Nearctic,32.64,-103.4,no,131,90.6,38,Oviparous,"4-11, mean 6.9 (Telemeco and Baird 2011), 4-24 (Lemos-Espinal and Dixon 2013), 1-12 (Ramirez Bautista and Arizmendi 2004), mean 7.6 (Pike et al. 2008), means 7.47-7.55 (Mesquita et al. 2016), 7-22 (Hibbitts and Hibbitts 2015), 7 (Shaw 1952, n=1), 1-24, mean 5 (Rorabaugh and Lemos-Espinal 2016)",1,24,3.7,8.3,"Clobert et al. 1998, Shine and Charnov 1992, Dunham et al. 1988, Pike et al. 2008 (0.8 year), Lemos-Espinal and Dixon 2013, Rorabaugh and Lemos-Espinal 2016: hatch in late summer , mature in early summer",9.5,10,Crotaphytidae,LC,6.5,reptilesBIO
Reptilia,Squamata,Lacertilla,Diplodactylus tessellatus,Diplodactylus,tessellatus,yes,Australia,-26.58,140.52,no,58,54.1,23,Oviparous,"2 (e.g., Brown 2012)",2,2,2,2,"Henle 1990, Clobert et al. 1998, 7 (Henle 1991)",7.5,7.5,Diplodactylidae,NE,6.5,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus mertensi,Varanus,mertensi,yes,Australia,-16.81,136.15,no,542,366,101.5,Oviparous,"5-9 (Mendyk 2011), mean 87.5 (Du et al. 2014)",3,14,6.8,12.6,NA,35.1,35.1,Varanidae,NE,6.6,2
Reptilia,Squamata,Lacertilla,Varanus mitchelli,Varanus,mitchelli,yes,Australia,-14.62,131.25,no,346,236,68,Oviparous,mean 20 (Du et al. 2014) - I had 20 as max,3,20,9.8,13.9,NA,NA,NA,Varanidae,NE,6.6,2
Reptilia,Squamata,Lacertilla,Sceloporus cyanogenys,Sceloporus,cyanogenys,yes,Nearctic,25.65,-99.31,no,148,106.3,28.8,Viviparous,"6-18, mean 13.3 (Ramirez-Bautista and Davila-Ulloa 2009), mean 13 (e.g, Mesquita et al. 2016), 5-20 (Hibbitts and Hibbitts 2015), 6-18, mean 16.45 (Jimenez-Arcos et al. 2017 - weird mean which I do not count, too close to the max)",5,20,13,13.3,Dunham et al. 1988: 35.9; Hibbitts and Hibbitts 2015: in third summer,28,35.9,Phrynosomatidae,NE,6.7,2
Reptilia,Squamata,Lacertilla,Varanus timorensis,Varanus,timorensis,yes,Oceania,-9.28,125.05,yes,285,have mass but no SVL data,60.4,Oviparous,mean 7.4 (Du et al. 2014),2,12,6.9,9,NA,NA,NA,Varanidae,NE,6.8,2
Reptilia,Squamata,Lacertilla,Lanthanotus borneensis,Lanthanotus,borneensis,yes,Oriental,2.88,113.12,yes,220,166.9,NA,Oviparous,NA,2,6,NA,NA,NA,NA,NA,Lanthanotidae,NE,6.9,2
Reptilia,Squamata,Lacertilla,Anolis cristatellus,Anolis,cristatellus,yes,Neotropic,18.23,-66.39,yes,78,50.9,22,Oviparous,"e.g., Henderson and Powell 2009",1,1,1,1,6.5: Van Wilgen and Richardson 2012,6.5,6.5,Dactyloidae,NE,7,reptilesBIO
Reptilia,Squamata,Lacertilla,Phrynosoma cornutum,Phrynosoma,cornutum,yes,Nearctic,31.54,-100.85,no,130,79.5,21,Oviparous,"23-27 (Beane et al. 2010), 18.5 (Van Wilgen and Richardson 2012), 13-49 (Lemos-Espinal and Dixon 2013), 25-47, mean 35.8-37.3 (Vitt 1977), mean 29 (Mesquita et al. 2016), 13-50 (Hibbitts and Hibbitts 2015, Rorabaugh and Lemos-Espinal 2016), mean 25 (Rorabaugh and Lemos-Espinal 2016)",10,50,18.5,37.3,"Degenhardt et al. 1996, Van Wilgen and Richardson 2012: 19, Dunham et al. 1988",19,24,Phrynosomatidae,LC,7,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus gouldii,Varanus,gouldii,yes,Australia,-25.47,132.55,no,670,298.8,86.7,Oviparous,"3-10 (Swan and Watharow 2005), mean 9.4 (Du et al. 2014), mean 9.81 (Mesquita et al. 20160",1,13,5.8,9.8,NA,NA,NA,Varanidae,NE,7.8,2
Reptilia,Squamata,Lacertilla,Coleonyx brevis,Coleonyx,brevis,yes,Nearctic,28.57,-102.43,no,66.6,52.5,23.5,Oviparous,"2 (Aguirre and Gatica 2010, Hibbitts and Hibbitts 2015), 1-4, mean 2.3 (Punzo 1982)",1,4,2,2.3,"males: 1 year, females hatching in may will probably reproduce the following summer and females that hatch in July will breed in 2nd year (Jones and Lovich 2009), so I write 1 year",12,12,Eublepharidae,LC,8,reptilesBIO
Reptilia,Squamata,Lacertilla,Plestiodon laticeps,Plestiodon,laticeps,yes,Nearctic,34.72,-87.33,no,143,96.5,29.2,Oviparous,"10-15 (Goldberg 2014, n=2), literature records: 5-25, largest ones may be communal, smallest mean 6.5 with n=2 (Goldberg 2014), mean 13.7 (e.g., Mesquita et al. 2016), 5-15 (Hibbitts and Hibbitts 2015), 6-16 (Minton 2004)",5,19,6.5,13.7,"Dunham et al. 1988: 21 months, Hibbitts and Hibbitts 2015: 1 year",12,21,Scincidae,LC,8,reptilesBIO
Reptilia,Squamata,Lacertilla,Tarentola annularis,Tarentola,annularis,yes,Afrotropic,16.96,19.8,no,140,89,35.3,Oviparous,Van Wilgen and Richardson 2012; Ibrahim 2004 (1-2 mean 1.5),1,2,1.5,1.5,"Hoofien 1962: from 4th year, a year after hatching (Aviad Bar, pers. comm. Aug2017)",12,36,Phyllodactylidae,NE,8,2
Reptilia,Squamata,Lacertilla,Ctenosaura pectinata,Ctenosaura,pectinata,yes,Neotropic,19.73,-101.58,no,397,279.6,56.6,Oviparous,"11-49 (Ramirez Bautista and Arizmendi 2004), 12-50, average 25-30 (Hibbitts and Hibbitts 2015)",11,50,25,30,Van Wilgen and Richardson 2012: 36; Hibbitts and Hibbitts 2015: the spring after hatching,36,36,Iguanidae,NE,8.2,2
Reptilia,Squamata,Lacertilla,Anolis equestris,Anolis,equestris,yes,Neotropic,21.81,-78.87,yes,190,142,45,Oviparous,NA,1,1,NA,NA,Rogner 1997,9,9,Dactyloidae,NE,8.3,2
Reptilia,Squamata,Lacertilla,Varanus tristis,Varanus,tristis,yes,Australia,-23.3,132.97,no,305,231.2,69.5,Oviparous,"mean 9.8 (Du et al. 2014), mean 9.95 (Mesquita et al. 2016)",3,17,8,10.2,"around 2 years (males, Wikipedia)",24,24,Varanidae,NE,8.3,2
Reptilia,Squamata,Lacertilla,Ceratophora tennentii,Ceratophora,tennentii,yes,Oriental,7.43,80.81,yes,90,66.2,22.4,Oviparous,"3-5 (de Silva and Ukuwela 2017), 3-4 (Das and Das 2017)",2,5,NA,NA,NA,NA,NA,Agamidae,EN,8.5,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus komodoensis,Varanus,komodoensis,yes,Oceania,-8.6,119.85,yes,1570,1083.7,174.5,Oviparous,"mean 18 (Sastrawan & Ciofi 2002), mean 25.5 (Du et al. 2014)",1,33,11.3,25.5,"De Magalhaes & Costa 2009: 5-7, Sastrawan & Ciofi 2002: 10 for males, 10 for males, Laver et al. 2012: 8-11 for females (Laver et al. 2012)",60,132,Varanidae,VU,8.9,2
Reptilia,Squamata,Lacertilla,Eumeces algeriensis,Eumeces,algeriensis,yes,Palearctic,32.63,-5.54,no,210,NA,62,Oviparous,3-20 (Hauschild and Gassner 1995),2,20,NA,NA,NA,NA,NA,Scincidae,LC,9,2
Reptilia,Squamata,Lacertilla,Tiliqua scincoides,Tiliqua,scincoides,yes,Australia,-24.12,141.44,no,380,312.5,89.2,Viviparous,1-24 (Brown 2012),1,25,10,12,NA,36,36,Scincidae,LC,9,2
Reptilia,Squamata,Lacertilla,Xantusia vigilis,Xantusia,vigilis,yes,Nearctic,34.25,-115.65,no,70,42.1,22,Viviparous,"1-3 (Lemm 2006, Rorabaugh and Lemos-Espinal 2016), mean 1.8 (Pike et al. 2008), mean 1.9 (Bezy and Goldberg 2015), mean 1.78-1.87 (Mesquita et al. 2016), mean 1.87 (Rorabaugh and Lemos-Espinal 2016)",1,3,1.8,1.9,"3 years in females, 2 in males (Alcala 1966), 3 (Shine and Charnov 1992, ), Dunham et al. 1988, Clobert et al. 1998, 2 years in males, 3 in females (Zuniga-Vega et al. 2005, Pike et al. 2008)",33,36,Xantusiidae,LC,9,reptilesBIO
Reptilia,Squamata,Lacertilla,Dracaena guianensis,Dracaena,guianensis,yes,Neotropic,-4.25,-63.88,no,412,324,110,Oviparous,NA,2,15,NA,NA,NA,NA,NA,Teiidae,NE,9.3,2
Reptilia,Squamata,Lacertilla,Eumeces schneideri,Eumeces,schneideri,yes,Palearctic,33.75,52.52,no,186,137.3,54,Oviparous,"3-20 (Bar and Haimovitch 2012, Goldberg 2016), 3-6 (Ataev et al. 1994), 2-9 (Szczerbak 2003), 2-20 (Werner 2016), 5 (TAU experimental zoo data)",2,20,NA,NA,"Ataev et al. 1994: 36, Szczerbak 2003: 30-32",30,36,Scincidae,NE,9.3,2
Reptilia,Squamata,Lacertilla,Oplurus cyclurus,Oplurus,cyclurus,yes,Madagascar,-20.54,45.17,yes,160,92,40,Oviparous,NA,4,4,NA,NA,NA,NA,NA,Opluridae,LC,9.3,2
Reptilia,Squamata,Lacertilla,Teratoscincus scincus,Teratoscincus,scincus,yes,Palearctic,41.85,63.76,no,120,77.2,39.5,Oviparous,"2 (Gardner 2013), 1-2 (Szczerbak 2003)",1,2,2,2,Rogner 1997: 12; Szczerbak 2003: 1 year,12,12,Sphaerodactylidae,NE,9.3,2
Reptilia,Squamata,Lacertilla,Varanus griseus,Varanus,griseus,yes,Palearctic,27.04,31.37,no,625,354.8,101.6,Oviparous,"5-20 (Bar and Haimovitch 2012), Ataev et al. 1994: 15-34, mean 18.1 (Du et al. 2014), 6-23 (Szczerbak 2003), 17-18 (TAU experimental zoo data)",5,34,10.5,21,"4th year (Ataev et al. 1994), 2-5 (Pianka and King 2004), 3 (Szczerbak 2003)",24,60,Varanidae,NE,9.3,2
Reptilia,Squamata,Lacertilla,Varanus varius,Varanus,varius,yes,Australia,-30.14,147.94,no,765,472.5,105,Oviparous,mean 5.7 (Du et al. 2014),2,14,5.4,9.7,NA,84,84,Varanidae,NE,9.5,2
Reptilia,Squamata,Lacertilla,Ctenosaura hemilopha,Ctenosaura,hemilopha,yes,Nearctic,27.82,-110.59,no,400,173,NA,Oviparous,"13 follicles but not suere if all will mature (Goldberg and Beaman 2005), 24 (Van Wilgen and Richardson 2012)",24,24,24,24,Van Wilgen and Richardson 2012,36,36,Iguanidae,NE,9.6,2
Reptilia,Squamata,Lacertilla,Tiliqua gigas,Tiliqua,gigas,yes,Oceania,-5.23,140.43,yes,343,265,105,Viviparous,"6-12 (Jones 1987), Hauschild and Gassner 1995: 8-13",4,13,NA,NA,Jones 1987,18,24,Scincidae,NE,9.8,2
Reptilia,Squamata,Lacertilla,Microlophus albemarlensis,Microlophus,albemarlensis,yes,Neotropic,-0.53,-91.17,yes,125,69.5,NA,Oviparous,"1-4 (Stebbins et al. 1967, who then report 2-4, I calculated a mean of 2.34), mean 2.27 (Mesquita et al. 2016), 2 (Carpenter 1970, 3 clutches)",1,6,2.2,2.3,NA,NA,NA,Tropiduridae,LC,10,1
Reptilia,Squamata,Lacertilla,Ophisaurus ventralis,Ophisaurus,ventralis,yes,Nearctic,31.41,-83.33,no,306,220.5,49.5,Oviparous,"5-15 (Beane et al. 2010), 6-10 (Witz and Wilson 1993 - but up to 15 follicles)",5,17,NA,NA,NA,NA,NA,Anguidae,LC,10,reptilesBIO
Reptilia,Squamata,Lacertilla,Phelsuma madagascariensis,Phelsuma,madagascariensis,yes,Madagascar,-18.67,48.75,yes,120,86.2,30,Oviparous,"2 (Van Wilgen and Richardson 2012), 1.75 (Hallmann and Griebeler 2015)",1,2,1.8,2,"Van Wilgen and Richardson 2012: 12; Rogner 1997: 15, 367.5(! Half a day!, Hallmann and Griebeler 2015)",12,15,Gekkonidae,LC,10,2
Reptilia,Squamata,Lacertilla,Scincus scincus,Scincus,scincus,yes,Palearctic,22.71,20.03,no,147,94.5,37.5,Oviparous,"6 (Werner 2016; n=1), 8 (TAU experimental zoo data)",2,8,NA,NA,NA,NA,NA,Scincidae,NE,10,1
Reptilia,Squamata,Lacertilla,Gekko gecko,Gekko,gecko,yes,Oriental,13.94,104.18,no,220,129.7,45,Oviparous,"usually 2, uncommonly 1 or 3 (Zug 2013, Vassilieva et al. 2016), 2 (Das and Das 2017)",1,3,2,2,"Schleich and Kastle 2002, Van Wilgen and Richardson 2012, Rogner 1997:12",9,18,Gekkonidae,NE,10.5,2
Reptilia,Squamata,Lacertilla,Varanus salvator,Varanus,salvator,yes,Oriental,12.89,103.08,no,1170,499.5,124.5,Oviparous,"2-10, mean 4.2 (Mendyk 2011), 10-23 mean 17.1 (Du et al. 2014), 5-30 (Setyawatiningsih et al. 2016), 10-20 (de Silva and Ukuwela 2017)",1,40,4.2,17.1,NA,24,24,Varanidae,LC,10.6,2
Reptilia,Squamata,Lacertilla,Tiliqua nigrolutea,Tiliqua,nigrolutea,yes,Australia,-37.14,146.14,no,368,287.5,105,Viviparous,"5-10 (Jones 1987), 1-15 (Brown 2012)",1,15,2.5,11.5,Jones 1987,18,24,Scincidae,NE,11.5,2
Reptilia,Squamata,Lacertilla,Pogona vitticeps,Pogona,vitticeps,yes,Australia,-28.05,140.18,no,250,152.6,40,Oviparous,"to 150 eggs a year with over 35 in a clutch - so at least 5, dragons in general lay 4-6 times a year (Bartlett and Bartlett 2009), 7-50 (Swan and Watharow 2005), 11-68 (Brown 2012)",4,68,13.5,28,Heatwole and Taylor 1987,24,24,Agamidae,NE,12,reptilesBIO
Reptilia,Squamata,Lacertilla,Xenosaurus grandis,Xenosaurus,grandis,yes,Neotropic,18.29,-96.34,no,133,110.9,45,Viviparous,"2.7-5.1 neonates, Zuniga-Vega 2011, mean 3.2 (Lemos-Espinal et al. 2003) SEE ALSO Zamora-Abrego et al. 2007, 2-8, mean 5.1 (Lemos Espinal 2003), mean 5.1-5.7, 2.7 in X. g. agrenon (Woolrich-Pina et al. 2014), means 2.1-5.7 (Mesquita et al. 2016), mean 5l.1 (Zuniga-Vega et al. 2017)",1,8,2.1,5.7,"Lemos-Espinal et al. 2012, Zuniga-Vega et al. 2005: 28 months for males, 32 for females",32,32,Xenosauridae,VU,12,reptilesBIO
Reptilia,Squamata,Lacertilla,Iguana iguana,Iguana,iguana,yes,Neotropic,-1.76,-64.24,no,580,318.4,77.5,Oviparous,"9-35.5-71 (Savage 2002), 9-71 (Zug 2013), 9-71 (Vitt et al. 2008)",9,71,17,40.6,"Wiewandt 1982, De Magalhaes & Costa 2009, Castanet 1994, Rogner 1997: 36",21,60,Iguanidae,NE,12.4,2
Reptilia,Squamata,Lacertilla,Amphisbaena alba,Amphisbaena,alba,yes,Neotropic,-12.29,-57.41,no,810,534.3,160,Oviparous,Colli and Zamboni 1999: 8-16; Andrade et al. 2006: 8; Vitt et al. 2008: 8-16 (n=2),6,16,6.5,12,NA,NA,NA,Amphisbaenidae,LC,13.3,2
Reptilia,Squamata,Lacertilla,Dipsosaurus dorsalis,Dipsosaurus,dorsalis,yes,Nearctic,31.79,-113.6,no,154,114,45.5,Oviparous,"5.5 (Charnov et al. 2007), 3-8 (Stebbins and McGinnis 2012, Rorabaugh and Lemos-Espinal 2016), means 3.5-4.8 (Mesquita et al. 2016), 4-6 (Shaw 1952, n=2)",2,8,3.5,5.5,"Wiewandt 1982, Dunham et al. 1988, Clobert et al. 1998",32,72,Iguanidae,LC,14.6,2
Reptilia,Squamata,Lacertilla,Bipes biporus,Bipes,biporus,yes,Nearctic,26.13,-112.53,no,240,176,99.5,Oviparous,1-4 (Alaniz-Garcia and Valdez-Villavicencio 2008),1,4,2,2.2,Andrade et al. 2006: 45 months,45,45,Bipedidae,LC,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Hemitheconyx caudicinctus,Hemitheconyx,caudicinctus,yes,Afrotropic,10.73,-2.34,no,160,114.2,47.7,Oviparous,NA,1,3,2,2,Rogner 1997: 12,12,12,Eublepharidae,LC,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Sauromalus ater,Sauromalus,ater,yes,Nearctic,33.45,-113.79,no,230,165,52.5,Oviparous,"6.9 (Charnov et al. 2007, Baumer et al. 2012), 5-16 (Stebbins and McGinnis 2012), 3-7 (Aguirre and Gatica 2010), mean 8.6 (e.g., Mesquita et al. 2016), 8-10 (Shaw 1952, n=2, for Sauromalus obesus), 5-16, typically 6-8 (Rorabaugh and Lemos-Espinal 2016)",3,16,6.9,8.6,"Wiewandt 1982 (obesus), Dunham et al. 1988, Clobert et al. 1998, Sullivan and Sullivan 2012 (2-3 years), 2 years (Rorabaugh and Lemos-Espinal 2016, Baumer et al. 2012)",24,84,Iguanidae,LC,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Shinisaurus crocodilurus,Shinisaurus,crocodilurus,yes,Oriental,23.58,111.54,no,165.4,150.8,34.8,Viviparous,"2-12 (IUCN), mean 6.3 (Mesquita et al. 2016)",2,15,6.3,6.3,NA,NA,NA,Shinisauridae,EN,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus bengalensis,Varanus,bengalensis,yes,Oriental,23.36,80.37,no,900,387.5,87,Oviparous,"mean 21 (Du et al. 2014), 6-30 (Kastle et al. 2013), 12 (Das and Das 2017)",5,42,19.3,21.1,Schleich and Kastle 2002,30,36,Varanidae,LC,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus niloticus,Varanus,niloticus,yes,Afrotropic,-0.62,20.22,no,980,499.7,127.5,Oviparous,"mean 23.2 (Du et al. 2014), 15-60 (Kenya Reptile Atlas (http://kenyareptileatlas.com/), up to 60 (Branch 2016)",5,63,19.5,27.3,"e.g., Van Wilgen and Richardson 2012",24,24,Varanidae,NE,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Varanus prasinus,Varanus,prasinus,yes,Oceania,-5.32,140.37,yes,310,245.4,86.5,Oviparous,"2-5, average 3.6 (Mendyk 2011), mean 4.4 (Du et al. 2014)",2,8,3.6,5.1,NA,33.4,33.4,Varanidae,LC,15,reptilesBIO
Reptilia,Squamata,Lacertilla,Gehyra oceanica,Gehyra,oceanica,yes,Oceania,-11.55,140.12,yes,102,74.8,31,Oviparous,"usually 2, occasionally 1 (Zug 2013), mean 1.96 (Mesquita et al. 2016), 2-3 (Goldberg 2018: did he mix it with mutilata?)",1,2,1.6,2,NA,NA,NA,Gekkonidae,LC,15.5,2
Reptilia,Squamata,Lacertilla,Varanus salvadorii,Varanus,salvadorii,yes,Oceania,-5.24,139.44,yes,850,523.7,115,Oviparous,"e.g., Yufek 2012",4,12,6.5,7.1,NA,NA,NA,Varanidae,LC,16,reptilesBIO
Reptilia,Squamata,Lacertilla,Cyclura cornuta,Cyclura,cornuta,yes,Neotropic,18.84,-72.09,yes,640,471.5,103.8,Oviparous,"means 12-17.4 (Iverson et al. 2004), 11-20, mean 15.7 (Boylan 1985)",5,24,12,17.4,"Wiewandt 1982, Rivero 1998, Van Wilgen and Richardson 2012, Clobert et al. 1998, Iverson et al. 2004: 3-7, Henderson & Powell 2009: 3-4, Boylan 198: 4",36,108,Iguanidae,VU,16.7,2
Reptilia,Squamata,Lacertilla,Conolophus pallidus,Conolophus,pallidus,yes,Neotropic,-0.82,-90.06,yes,500,333.8,100,Oviparous,"average about 10 (Christian and Tracy 1982, Zug 2013)",10,10,10,10,Charles Darwin Research Station Fact Sheet; (http://web.archive.org/web/20070606214921/http://www.darwinfoundation.org/files/species/pdf/land-iguana-en.pdf): 8-15 years,96,180,Iguanidae,VU,17.1,2
Reptilia,Squamata,Lacertilla,Egernia cunninghami,Egernia,cunninghami,yes,Australia,-33.62,148.43,no,255,NA,56,Viviparous,"2-4 (Heatwole and Taylor 1987), 1-11 (Brown 2012)",1,11,3,5.8,"e.g., Heatwole and Taylor 1987, Chapple 2003, Greer 1989",60,60,Scincidae,NE,19.9,2
Reptilia,Squamata,Lacertilla,Cyclura carinata,Cyclura,carinata,yes,Neotropic,21.73,-71.73,yes,510,228.6,79.8,Oviparous,"mean 4.3 (Pike et al. 2008, Mesquita et al. 2016)",2,9,4.3,4.3,"Wiewandt 1982, Shine and Charnov 1992, Dunham et al. 1988, Clobert et al. 1998, Iverson et al. 2004: 6-7, 6.5 years (Pike et al. 2008)",72,84,Iguanidae,CR,20,reptilesBIO
Reptilia,Squamata,Lacertilla,Heloderma horridum,Heloderma,horridum,yes,Neotropic,20.97,-102.91,no,520,363.9,121,Oviparous,"24 (Van Wilgen and Richardson 2012), 2-22 in captivity, 4-8 in nature (Ariano-Sanchez and Salazar 2015)",2,22,7,9,Van Wilgen and Richardson 2012,84,84,Helodermatidae,LC,20,reptilesBIO
Reptilia,Squamata,Lacertilla,Uromastyx acanthinura,Uromastyx,acanthinura,yes,Palearctic,30.14,10.57,no,400,215,50,Oviparous,"6-28, usually 6-18 (Wilms 2005)",5,28,13,13,"Clobert et al. 1998, Wilms 2005: 4-5 years",48,60,Agamidae,NE,24,reptilesBIO
Reptilia,Squamata,Lacertilla,Heloderma suspectum,Heloderma,suspectum,yes,Nearctic,32.2,-111.69,no,362,299.7,136.5,Oviparous,"4-7 (Stebbins and McGinnis 2012), 3-13 (Bogert and Martin del Campo 1956), 1-12, usually 4-6 (Ramirez Bautista and Arizmendi 2004), mean 5.7 (e.g., Mesquita et al. 2016), 2-12, mean 5.7 (Rorabaugh and Lemos-Espinal 2016)",1,13,5,5.7,"1-3 years (http://www.aquariumofpacific.org/onlinelearningcenter/species/southern_reticulated_gila_monster), 3-5 (Wikipedia), mean 2.8 years (Beck 2005)",34,34,Helodermatidae,NT,25,reptilesBIO
Reptilia,Squamata,Lacertilla,Agama agama,Agama,agama,yes,Afrotropic,6.77,15.61,no,150,89.8,31,Oviparous,"7-24, mean 12.1 (Cisse and Karns 1978), 12 (Agama colonorum, Loveridge 1920), means 5.5-7.5 (Mesquita et al. 2016 )",3,24,5.5,12.1,"Dunham et al. 1988: 12, Van Wilgen and Richardson 2012: 16",12,16,Agamidae,NE,26.5,reptilesBIO
Reptilia,Squamata,Lacertilla,Cyclura nubila,Cyclura,nubila,yes,Neotropic,21.67,-79.2,yes,750,352.5,102.5,Oviparous,means 8.6-15 but 5.6 for an introduced population (Iverson et al. 2004),2,30,5.6,15,Iverson et al. 2004: 2-3 years,24,36,Iguanidae,VU,33,reptilesBIO
Reptilia,Squamata,Lacertilla,Coleonyx variegatus,Coleonyx,variegatus,yes,Nearctic,32.1,-113.64,no,77,60.8,27.5,Oviparous,"up to 2 (Lemm 2006, 1-2 for abbotti), 2 (Vitt 1977, Rorabaugh and Lemos-Espinal 2016), mean 1.94 (Mesquita et al. 2016)",1,2,1.9,2,"Henkel and Schmidt 1995: 12, Clobert et al. 1998, Rogner 1997: 10-12, Aguirre and Gatica 2010: spring after hatching (so about 10)",10,12,Eublepharidae,LC,38.4,2
Reptilia,Squamata,Lacertilla,Anguis fragilis,Anguis,fragilis,yes,Palearctic,50.08,8.1,no,291,176.5,47,Viviparous,"2-22 (Maso and Pijoan 2011), 2-12, mean 6.88 (Ferreiro and Galan 2004), 3-26 (Stojanov et al. 2011), mean 9 (Mesquita et al. 2016), mean 12.25 (Hallmann & Griebeler 2015), 3-17 (Patterson 1983)",2,28,6.7,12.3,"36 (males, 48 females, Corti and Cascio 2002), 36 (females, Dunham et al. 1988), 36 (Arakelyan et al. 2011), 24-36 (Ferreiro and Galan 2004), 5 years (Hallmann & Griebeler 2015)",24,60,Anguidae,NE,54,2
